tweet,label
So people think uninstalling Tik-Tik will win the battle against Chinese dominance but then again what else can you expect from these dumbheads who installed it at the first place. 🙈#tiktok #india #china #dumbfucks,0
White is right #bwc #bleached #gook #chink #wmaf #raceplay #Chinese #China https://t.co/Jr8fd3dd7h,0
#YulinFestival #dogkillers please rot in HELL and take your sick bastard lust for meat with you. You murdering scum! #chinadogkillers #china #COVID19 virus spreaders! @MishJ1977 #StopYulinForever #stopanimalcruelty MURDERERS!!! 😡 https://t.co/d5Y97r3bOQ,1
"WHAT WE MUST FIRST DO IN THIS COUNTRY IS TO MAKE THOSE WHO HURT US SUFFER. THAT WOULD BE #CHINA. 

LET US NEVER PURCHASE ANYTHING FROM CHINA EVER AGAIN! AS LONG AS THE #CCP IS ALIVE, WE NO LONGER PURCHASE GOODS MADE IN CHINA. 

#BanChina #BanChineseProducts #SendItBackToChina",1
"Treasonous swine are staging an invasion, with minimal resistance.  #GunLeak  #California #Treason #China #Invasion https://t.co/hQdvDAteq6",0
"Warm up my pussy~

#nsfwtwt #nsfwtw #nsfw #nsfwaudio #wet #college #collegestudents #china #horny #collegewhore #jav #asian #barelylegal #incest #leaked #leak #public #skirt #upskirt #cumshot #titdrop #tit #hugetits #pussy #masturbate #dildo #maid #thighs #egirl #winterstorm https://t.co/ayVX2Rq8fT",0
Pipsqueak pedalos for the American empire gunboat will only harm their own interests. China should shun the monkeys completely and strengthen itself against the organ-grinder. #AUKUS #China,0
It’s time to deport all Chinese non dual citizens from the United States. China fucked us over and it’s time to hit back. Deport the Chinese and sanction them harder than Iran. #politics #China #KungFlu #trump,1
Dm me for my dick boys and girls #straight #dick #cock #dickrate #wanking #jerkoff #cum #horny #sext #tradenudes #nudes #bigdick #hardcock #hornyteen #nsfwtwt #nsfwtw #bwc #wanking #nude #penis #trade #hot #asian #china #thai #japan #PINTOSAWARDS #cum #german #horny #porn #daddy,0
"#BanChina #producerOf #COVID2019
the culprit of humanity...

We should #BAN #China for producing deadly Corona Virus and many more...
China itself is a virus
#ChinaVirus

Shame on you #China

Joy Hind..
জয় বাংলা...",1
"#TeachLessonToChina
The stand off between #India and #china took whole another level chineese counterpart always betray India. It's time that we see the Seriousness of the situation and #boycott #China from our lives. We need to broke there backbone that is #trade.",1
"Whilst the #yanks were terrorising the world murdering #Muslims, #China was building relationships based on #peace and #trade.

and the #angloSaxon #AxisOfEvil think they can hoodwink us into believing China is the danger!

#DumbStraya

#auspol #yobboland #TradiesVille #BRICS #US",0
"White men fuck me harder when I tell them I've never had white cock before.

#asianbaddie #Asian #Asiandoll #Asianslovewhite #asiangonewild #China #Japan #korea #Chinese #Japanese #Korean https://t.co/7ZX3XgvTsO",0
If I was a US diplomat asked for a covid test via anal swab I would take a shit in a bag a put the stick in it and submit. Time to sack up Americans and tell China to smell our dump. What is wrong with you Americans bowing to #china and the #chinavirus https://t.co/cte6ED31At,1
"Part  10 - END : phê pha.
- CHINABOY FUCK GIRL -
#China #gay #straightgogay #straight #horny #jav #JAVUncensored #VietnameseGirl #Vietnam #handsome https://t.co/HF7H4wISwY",0
Nice ass chink girl #bwc #bleached #gook #chink #wmaf #raceplay #Chinese #China https://t.co/TJtsJEV7eC,0
"WHY would anybody want 2go2 #WuhanChina from the #USA??  Chinese there EAT ANIMALS including DOGS, CATS, RATS, BATS - no lie - &amp;they even eat them LIVE!!  Anybody who can do that are animals themselves...have no heart. #coronavirus We need to stop all IN-FLIGHTS from #China!",1
"Dear #China, STOP EATING EVERYTHING THAT FUCKING MOVES!!!!!!!

Yours sincerely, The Entire Fucking Planet. 🌍

#coronavirus 🙄🖕🏼 #coronavirusuk #WashYourHands #StopEatingEverythingThatMoves #StupidIdiots",0
"#China 
is a steadily growing threat
that
our STUPID GOVERNMENTS
created
by
transferring factories &amp; technology

So we PAY
for our enemy's weapons

STOP BUYING #CHINESE!

https://t.co/t85g2JwpnG",1
pan dulce chino [spn] chinese sweet bread #china #hikikomori #stonybrookalum #scccalumni #remotelearning #tefl #toefl #goielts #esl,0
"Do you know why the #WallStreet and SWAMP creatures in Washington DC refusing to support @realDonaldTrump? Because they want to continue to support #China to keep slavery the 1.4 billion people to exchange for their interest benefits!!! 

#TakeDownTheCCP #FightBack #MAGA #America",1
Review: chink espionage- #linkedin #china #espionage #soci... https://t.co/H2kccwL78G,0
"Nothing good ever comes out of #China 

For f**k sake stop eating raw snakes rats bats &amp; cockroaches. It looks chinese will eventually end this world by a deadly virus which will origin from insects &amp; animals but will not have any cure.",1
"♠️The power of the Asian woman  I love♠️
#chinese #chinesewomam #chineseslut #china #chinesebitch #chineseBBC #chinesefuck #blasian #chineseblackfuck  #blackman #blackcock #Meihei #chinesemeihei #BBC #analfuck #pussyfuck #blowjob https://t.co/8p58ldWy1T",0
Niggas hate #America so much they sold them selves to #China! #2021,0
Dm me for my dick boys and girls #straight #dick #cock #dickrate #wanking #jerkoff #cum #horny #sext #tradenudes #nudes #bigdick #hardcock #hornyteen #nsfwtwt #nsfwtw #bwc #wanking #nude #penis #trade #hot #asian #china #thai #japan #PINTOSAWARDS #cum #german #gay #horny,0
"#Chinese Communist Troops in Yangon? If so,    #Myanmarcoup made up of genocidal world criminals,  is whoring our country #myanmar to the colonizing #china next door, to save their own asses!#WhatsHappeningInMyanmar @saifuddinabd @syedhamidalbar @nslwin @SharaadKuttan @dktatlow https://t.co/AY6DklCgRb",0
"If #American #Olympic #athletes think they’re safe going to #China, they’re crazy! Don’t count on @JoeBiden to rescue you! Just ask Americans STILL LEFT BEHIND in #Afghanistan! #Olympics #Beijing2022 #GenocideGames #ChinaLiedPeopleDied #FreeHongKong #FreeUyghurs #BoycottChina",0
CHINA IS DOOMED BCOZ OF VIRUS #chinacovid #China,0
What natural resource can we exploit California for so then no ones wants to live there anymore #oil #Mexico #immigrants #China #cali #notswag #fuckcali #Hollywood,0
"#China #ChinaVirus Pangolins are the most-commonly illegally trafficked mammal, used both as food and in traditional medicine.
#ChineseVirus #clapforNHS #StayHomeSaveLives China is actually a joke I don’t care what u say they have no common sense. https://t.co/oLu5ocjAKO",1
Take her anywhere #bwc #bleached #gook #chink #wmaf #raceplay #Chinese #China #public https://t.co/ymKF6mZIWj,0
I am fed up with #China causing people around the world to die. #ChinaCoronaVirus #HongKongFlu #AsianFlu Why do all of these flu's come from Asia?  Because they refuse to keep pigs &amp; fowl separate on their farms. #ChinaIsResponsible4KillingOurFamilies WAKE UP!!!,1
"With one stone, China trumps India in Iran and gives a stinker to USA. 
The world is changing, fast. 
Big or small, those who can't keep up will be left behind.

#China #Iran #India #USA",0
"#NancyPelosi 
#China
#Russia 
#Taiwan 
#NancyPelosi
Thats confirmed, WW3 is happening, leave your country, leave everything, nuclear bombs are coming 
#GoToAfrica",0
"WEST PEOPLE WANT STOP DOING BUSINESS WITH COMMUNIST COUNTRIES AND DICTATORSHIPS. 

GO TO TH HELL ...

ATACK UKRAINE  IS ATACK ALL WEST.

RUSSIA AND HIS PARTNERS WILL PAY THE SAME PRICE OF UKRAINE #EUROPE #EU #EUROPEUNION #CHINA #INDIA #FRANCE #UK #GERMANY #LUXEMBOURG #SWIZERLAND https://t.co/3tcJ2xptdq",0
#China &amp; #Pakistan are major threat for the #Worldpeace.China is spreading viruses &amp; killing millions of people world over &amp; Pak spreads terrorism. #IndiaChinaFaceOff #makechinabeggar #CheaterChina #ChinaLiedPeopleDied #media #BorderCrisis #BoycottChina,1
"#ImOneHundredPercentSure the jestapo is going to be reinstated and furries will be the german bloodhounds 

#soviet #ussr #politigram #communism #communismworks #furry #furryfandom #blacklives #china #chinavirus",1
It is angering how #China still hasn't apologized to the world for spreading the fucking #ChineseVirus #KungFlu #ChineseBatEatingVirus ! #BoycottChina,1
"China now wants to evacuate their citizens from India owing to the pandemic. For what? To eat more bats ? 
The Chinese should consider evacuating themselves from the planet after what the virus has done to humanity!

#China #coronavirus #Covid_19 #Chinaindia #lockdownindia",1
"‼️China Shame on you ‼️

#Shameonyouchina
#Chinaembassygetoutofmyanmar
#Nochinaembassyinmyanmar

#CHINA! 
#We'll never forget your brutal decision on our country.
One day, you must give back compensation to us.
😡😡😡",1
"This Chinese virus is sweeping lives again and people are still buying Chinese products. Bravo!!.
#China #bycottChina #StupidIndians",1
"#China has crushed domestic businesses of many  countries by flooding their markets with cheap #Chinese products. #China occupy others territories by illegal claims of  territories as #Chinese .
The world has not forgotten why the great wall of #China was built!!??
#ChinaWillPay",1
"It's crazy how China now has a recovery rate of 92%, US has 3% and the Philippines has 2.9%, the statistics does not add up. I'm not racist but these yellow people are really hiding something. #wuhanbatsoup #fuckchina #china #chinaisthenemyoftheworld #ChinaLiedPeopleDied",1
"#China
#Animal #pig
China is very cruel to animals
Do not be cruel to animals
Do not kill animals
Do not kill!
God sees everything
FORBID CRUELTY TO ANIMALS
FORBID KILLING ANIMALS
Forbid breeding animals.
Go vegan (no animal products) for health of persons and respect animals https://t.co/ul8CC7tMXr",0
"The enemy is the #WEF and the billionaires who want to impose CCP-style #Fascism on the West, with them in the elite class. 

They own the #Democrats, and #China owns them.

#Fascism at the Tip of a Needle™ !!!

But after they destroy America, #China will destroy them.

Resist!",1
"If you are interested in findom and women Domination ,
Dm me to find your Goddess &amp; mistress

#FinDom #femdom #paypig #asian #black #white #goddess #mistress #finsub #FreeSpeech #Politics #sph #cbt #uk #korean #china #bnwo #cuckold #hotwife",0
"#China and a majority of their people are nasty and disgusting. You eat bats, frogs, snakes and many more disgusting things and have the nerve to blame Africans for the #chinesevirus  .. dog your grave #ChinaMustPay",1
"Fuck #china and fuck the ccp. 

#America 
#ChinaTaiwan 
#Chinazi 
#Communism 
#CommunismIsAbortion 
#ComunismoEsMuerte",1
"🇨🇳🌎 *#CHINA FOREIGN MINISTRY SPOKESPERSON ZHAO LIJIAN BRIEFS - BBG
*CHINA IS NOT A STSYEMIC CHALLENGE BUT NATO IS
*#NATO'S STANCE ON CHINA DISREGARDS FACTS, SMEARS NATION
 *NATO HAS BLOOD ON ITS HANDS, HAS KILLED CIVILIANS
*NATO SHOULD STOP UNWARRANTED ACCUSATIONS",0
"Tighten the control ... don’t let ccp come through.
#us #boycottchina #fuckchina #confused #confucius #china #usa https://t.co/4hyupqFb97",1
"Yet another conspiracy move by #China

God damn. 
Why the hell china is on earth?

Throw them somewhere these rotten pigs.

#BoycottChineseProduct
#BanChineseProducts
#XiJinpingIsWinnieThePooh

https://t.co/iJQjm55Yey",1
"There's Blood On Your Hands #China. Don't Forget Because We Won't. #ChinaLiedPeopleDied

#CKMKB #ChineseVirus #StayHomeSaveLives @TheRightster",1
#CHINA #CCP #CHINAJOE will hang us with our own rope? Is #Covid  a #BioWeapon? #Vaccine #Lockdowns are destroying jobs #Masks #VaccineMandates #BLM #CRT #BorderCrisis #GreenNewDeal #Nation #Divided #Liberals and #Rinos opened the door to Slavery #NOFEAR #SPEAKOUT #MAGA #FightBack,0
Who is down for cancelling china? Maybe stop depending soooo much on a country that commits genocide as well as many more messed up things #CancelCulture #UyghurGenocide #China #Genocide #gasshortage,1
"#China
Chiinese Piranas W- big oceans to fish from!But they wantD worlds fish!Whyfish in S. America N otr?Must stop them now we'll hv em at D worlds throught!Chinese soldiersR mamas boys Fams can only hv 2kids grow up pamperedSee how they tk it once the Papr Tigers start dieing!",0
"4 D LOVE OF GOD #CHINA STOP EATING ANY DAMN THING DAT MOVES! EXOTIC AS IT MAY B OR WATEVA REASON, JUST PLS STOP DIS SHIT! Dis even goes out 2  rest of d world coz I SURE AS HELL KNW DAT THERES ALOT OUT THERE DAT EAT EXOTIC ANIMALS &amp; ITS NOT ONLY CHINESE #geteducated #knowyourfood https://t.co/zJlr7MRQpA",0
FUCK EVERYONE INVOLVED WITH MAKING #COVID19 AND THE FAKE TREATMENTS THAT KILL PEOPLE FASTER AND FUCK EVERYONE WHO VOTED IN THESE SICK MF'S. YOU'RE KILLING INNOCENT PEOPLE!!!! #BIDEN #CHINA #Democrats #Republicans #GOP #COVIDIOTS,0
You have to be fucking kidding right #China ?!?!? Did you not learn the lesson in January that how many people can one bat kill ? Not only is it morally wrong to eat animals like cats and dogs but the hygiene in this markets are low #fuckoffchinesewetmarkets https://t.co/2DsaBRjvJY,1
"Terrorist #Israeli no right assault&amp;through his armament.
Innocent #palistine have all rev right to cleanup IsrailISR illg snatched PltLand upto88%
#China
#Russia
#Turkey
#Iran
#Pakistan
#WeAreAlQuds
#PalestineUnderAttack 
#PalestineWaitingForMuslims
#PMImranKhan
@ImranRiazKhan",0
Pay close attention to what is going on in Shanghai right now. If you allow these corrupt politicians to bring these mandates back this could be the final straw for our freedoms. #shanghai #china #chinalockdown #COVID19 #EndTheMandates #plandemic #hoax,0
#China gave the world the virus while we suffer they Party! #makechinaPay   Tariffs our the ass ! https://t.co/H8Ibv3cN6u,1
"#China wants to take over #America .. Could be expedited through either Force-Comply, Business Hostile Takeovers or through sheer Dominance in military strength. Make no mistake- China will be America’s bitch in war… but they are smart. They will take us down economically. #war",1
"my new Chinese slut
#nsfw #cock #cocktribute 
#hand #bigdick #bigcoke #China
 #射屏 #反差婊 #颜射 #自慰 #淫荡 #下贱  #射精 #寝取られマゾ #意淫  #媚黑 #闺蜜 #母猪 #母狗 #高潮 #中出 #性瘾 #ぶっかけ #巨根 #大鸡巴 #섹트 #섹스 #야노 #야외노출 #노팬티 https://t.co/i7wmDgNqxI",0
"Terrorism took 3000 life’s in 9/11, #USA destroyed 3 countries #seria #Iraq #Afghanistan, now this #China has killed around 22 thousand people alone in #UnitedStates,how you’re going to deal with #china? 
#China_is_terrorist #ChineseBioterrorism #ChinaLiedPeopleDie #ChinaMustPay",1
any one want a cumtribute? dm me #cumtribute #cocktribute #teenbbc #milf #china #chinese #pisstribute #asian #asia #asianbabygirl #AsianBBW,0
Childbirth risk our lives hurts like hell then you go to war war war #wtfmoment #artificalwombs #raiseyouown #racist #Metoo why should we keep dying so you can have sex you lie lie lie #Mentoo #cdnpoli stop murdering babies governments #Canada #pakastian #korea #china #germany https://t.co/J3voO8gY3Q,0
"China must investigate the German who used countless  ""Fucking"" ""shit"" to communicate with a Chinse woman official. What culture is this?😡This person may be a Neo-Nazi German who still think that ""Germany is above all""

#deNazification #Shanghai #China #DenazifyGermany
#Germany https://t.co/DkkRWPHltq",0
"It’s not #covid,its #China who fucked us @takeusbacktoCHN  . Remember u will pay for this @MFA_China @SpokespersonCHN @China_Amb_India @libijian2 @zlj517 #1YearChinaStudentVisaBan #takeusbacktochina",1
Just  send Dm  #asia #asian girls who are looking for #BBC #blackcockworship #BlackCocksMatter #bigblackdicks to tribute them. DM me! #bbc #cocktribute or #cumtribute #china #korea #japan #thai #India etc.,0
Sheltering criminals has always been a crime - the world needs to take action against #CCP #China! #fuckccp #boycottchina https://t.co/0SSsyabiYc,1
"There shud b complete BOYCOTT of #China &amp; say LOUD &amp; CLEAR #ChinaGetOut.

We must abandoned &amp; boycott all the #ChineseProducts.

We as a civilian cant go to border but still V can DEFEAT CHN by Boycotting him Completely.

Over &amp; Out.

#ChinaIndiaFaceoff 

#BoycottChineseProduct",1
Fuck around and find out #China.  Your propaganda will never defeat a free man.  I am an American and I do not fear China!  We will never be defeated our lose our status to China or any other nation.  For so long as God has blessed America she cannot fall.  Look and see.,1
And #China Don't think We are weak Think Twice before what u do and don't think #Hindu doesn't stand for #Muslim or Muslim will not for Hindu when in need if we all Indian come together I swear You will be the first To Be Finished this is warning #IndianArmy #BanChina JAI HO 🇮🇳🇮🇳,1
"Democracy Chinese Style Is So Good 

For #China’s🇨🇳 Communist Party BUT Not The Chinese People.

#XI’S SUCKING THE LIFE BLOOD 🩸 FROM THEM LIKE A #LEECH 

The #CCP is a #LEECH  a #CANCER #EndCommunism #EndXIJinping #EndTheCcp #CommunistCancer #FreeChina #FreeTibet #FreeHongKong https://t.co/OU7gQrJQ4x",0
Someone dm me to Snapchat my sexy gf and see if she’ll cheat  #horny #cock #dickrate #cumslut #dom #nudes #tits #hornyaf #sext #cockrate #cumtribute #nsfw #bigdick #tits #ass #fuckme #hardcock #slut #whore #anal #cocktribute #mistress #slave #femdom #CuckoldHusband #China,0
"Yea bomb the crap out of those #aussie  scum!
no, really, why are we putting nukes closer to #China  trying to provoke them ?

https://t.co/Xtgf7rHwvb",0
"#China threatens world health. Filthy, cruel, primitive cannibalism at root of this mortal virus. Stop using China goods. https://t.co/y7nIVn9tVV",1
"#China the world's leader in stupidity, killing pets of families with #Covid. Maybe if #ChineseGivernment paid to get their people #Vaccines instead just wealthy ones, it would stop spreading #ChinaLeaders are fukin morons!",1
"Every #American
Should be #armed
And #dangerous
Don't #Fuck with us
We will #defend this #land
We stole from the
#NativeAmerican
To our dying breath

We are the #last #defence
Against the possible onslaught
Of #China or #Russia

Or we could be like the #French
And just #surrender",0
"I hope white men will conquer China again and make me their submissive sex slave.😍😍😍😍😍😍

#China #WW3 #CCPChina #Asian #worldwar3 #asianteengirl #asiandoll https://t.co/30ZyMzMZ5Z",0
"Chinese keep on lying and living in froud,You can only control the Nigeria media now,stop infecting Africans,leave blacks alone in #china @zlj517 @zhusu @layzhang  @zhusu @AfricaCheck @_AfricanUnion @_AfricanUnion  @NzajeP @qzafrica https://t.co/Wrmwc4CfwW",1
"- Russians are bad they are bombing Ukraine 🤡. 
- China is bad Genocide Muslims 🤡.
- USA spreads Democracy :
#China
#Russia https://t.co/L8LejkA4cO",0
"#BioWeapon #chemicalweapons #atombomb all start first use by #america #British #VirusChino, then why they worry if use by somebody other. thing so #European are animals and #America #Britin #China have only brain, causes WW3",1
"Why China is hiding facts? Are they really a ""GreatWallofChina"" ? Do you Chinese have any shame?@POTUS  Shame on a nation which doesn't allow freedom to their citizens. #WHO #China #Covid.If you can #USA stop promoting #China products,can you? #BillGates #BioWar . #UnitedNations",1
"Fuck all stupid foreign people, virus comes from America #China",1
"looking at that idiot #Biden lining up with the #indo_chines to make an 'agreement'

he doesnt care that #CHINA is laughing at how stupid the #Democrats r, so easily bought...

ruining the #American reputation, turning them into #ASIA puppets

#kmn",0
"#freemichaelSpavor and #freemichaelkovrig , tell your MPs to get them out of #china. My fridge is #MadeInAmerica sorry #China I #boycottChina send #XiJinping a message don't fuck with #canada",0
"In Fuckland news, #ToryScum like #ids bleating about #HumanRights in #China over #Uyghurs whilst he's killed 200,000 prematurely within a radius of 400 miles from Chingford. #torieskill #poverty #homelessness #death",0
What great qualities that humans don't have ...animals have.  Free the elephants #China.,0
Milk better fresh from the titty #sex #googoogahgah #blm #Confederation #will #rise #again #fuck #china #and #canada #bitchmade,0
"I hear #China has taken over #Ugandan international #airport over loans default. Is it true? 

If it is, someone should please let Nigeria Government know. 

I am sure many Nigerians are not ready for 'chinkwan chuu' in our airports! https://t.co/PADIYwJ0Yl",0
"Check out MR SNOWY RIVER cracking away screaming “NO MORE SHIT FROM CHINA”!!!!

#snowyriver #calamityjane #nomoreshitfromchina #racist #SafeHands #rednecks #australiainlockdown   #stayathome #auspol #CoronavirusAustralia #china #abc #7news #9news #sbsnews https://t.co/cPjmGubGpI",0
"I hope @ChinaEmbAddis is aware that most infrastructure it helped build in #Tigray has been destroyed. #China has no reason to forgive debt to #Ethiopia going forward as #Ethiopians are good at nothing but to destroy their own country #China 
#AllowAccessToTigray 
#tigraygenocide",0
"♠️going to the end♠️
#chinese #chinesewomam #chineseslut #china #chinesebitch #chineseBBC #chinesefuck #blasian #chineseblackfuck  #blackman #blackcock #Meihei #chinesemeihei #BBC #analfuck #pussyfuck #blowjob https://t.co/DW2D5ZSUuc",0
"♠️From side to side♠️
#chinese #chinesewomam #chineseslut #china #chinesebitch #chineseBBC #chinesefuck #blasian #chineseblackfuck  #blackman #blackcock #Meihei #chinesemeihei #BBC #analfuck #pussyfuck #blowjob https://t.co/zlHSe8qe3v",0
"Any white man want to take ownership of this obedient #chink slave?

#WMAF #China #Asians https://t.co/5gwiYUauxc",0
Looks like #china finally getting one thing right! The pronoun crowd are useful idiots. https://t.co/HMKgkEnOXO #Chinks #COVIDAB #cdnpoli #abpoli,0
"How can we get rid of #China?
#نه_به_قرارداد_۲۵_ساله 
#ChinaGetOutOfIran
#No2IRChinaTreaty 
#No2ChinaIRAccord",1
"#China back off from #Tibet and #FreeTibet .
Tibet has always been a part of #India and will remain so. 
@globaltimesnews @ChinaDaily @XHNews 
Indian doesn’t share any border with 🇨🇳.
Stop your #BeltandRoad in #POK .

#BoycottChineseProducts #BoycottChina #TaiwanIsNotChina",0
"#China has failed so far in it’s bids to access #Taiwan &amp; intruding in #India, but #COVID had succeeded in invaded China &amp; now killing the tiny tots.",0
"So now there’s a chance of another #swineflu coming out of China. WTF is wrong with this country? Maybe it’s time the rest of world took action against these bat eating, dog eating, monkey eating, turd eating f—kers. #China #kungflu",1
All major viruses come from Asia and Africa. Who eats bats n rats with shark fin soup? Who makes sex with monkeys? Look at history. Some one should tell them to stop!!! #China,1
"Really @WHO? You expect anyone to believe this garbage from an organization being paid and in cahoots by the same people they're ""investigating""?

#COVID19 #WuhanVirus #China #DefundTheWHO #MAGA 
 
https://t.co/9MdUBjw5Z2",0
"We don't #China products.... if anyone has ever purchased from harbor freight you know what i mean! Cheap products barely good for one use. Bring all manufacturing back to America. We don't need dependence on foreign nations, especially those that attack us with viruses. #MAGA",0
"#China is a bloody parasite. #BoycottChineseProducts
#BoycottChina
#ChinaMustPay
#ChinaLiedAndPeopleDied
#CCP_is_terrorist
#ChinaExploitsAfrica

Africa must throw out China 

https://t.co/5DxPtfqF5s",1
"International community act NOW to stop:
#WesternTigray #ethniccleansing
#TigrayGenocide #WarCrimes of #AbiyAhmed #Ethiopia 
+
#IsaiasAfewerki #Eritrea
#EritreaOutOfTigray
+
#UAE #Turkey #China #Iran #Russia to #StopArmingEthiopia

#Tigrayans are dying every day #DropAidNotBombs",0
To those in #China that participate in #Yulin and all part of the sadistic slow torture and killing of thousands of #dogs and #Cats.I piss on you.#BanYulinTorture  and stop #DCMT and ban #chineseproducts. https://t.co/mBAXn0FCCY,1
"#AUKUS take off A, put an N at front, what have u got? #china come #downunder an #Nuk'us'. Yes, it would be best if austraya had balls to go it alone,have its own self-defence force not obliged to #USA #UK #France #chiNazi. however, if u like #FreeSpeech #freedom of #CHOICE  NO ?",0
"https://t.co/3MxX6nwBzB
THE CHINESE ARE EVIL!! REEDUCATION IS CODE FOR TORTURE AND SLAVE LABOR! America will prevail. #Xinjiang #CHINA #FUCKCHINA",1
Close your FOOD Markets China!! You are going to get us all killed!! &gt;:(  #China #ChinaCoronaVirus I do not want spider on my rat brain today!! CLOSE THEM!!! And stop killing cats and dogs too! #ChinaLiedPeopleDied https://t.co/lkqCQ3ATRe,1
"Shey Na only me never see China or Korea babe with big ass 🤔😂
#China #Chinese https://t.co/mkEAdjRXnM",0
"As Lenin said ""@jacobin is a magazine for British millionaires"" 
~tankmin
#socialism #feminism #communism #memes #eattherich #maga #weed #dank #marx #antifa #anarchism #lenin #blm #acab #ancap #libertarian #capitalism #freepalestine #altright  #dogs #cats #china #haha #biden #lef",0
"So the next World War won't be with guns or a missiles! It will be a Trade war!
Lines are being drawn and this might just be the start of the end of Communism in China! 

Its World Vs China!
#coronavirus #ChinaLiedPeopleDie #China",1
"What punishments should white men prepare for #Asian slut-traitors who defect to #China  ? 

#Eileen_Gu #EileenGuTraitor #Chinese #chinesecommmnistparty https://t.co/wdDICb6Yqb",1
God so loved the world They sent angels #humanstotured #killedangels #refusetochange #demandgodshelp #humanitysfailing The Last Test of Humanity can you learn change still no this is so wong world why not care for all citizens end wars now? #MakePornIllegal #solutions #China #AI https://t.co/7YFUKSh5N7,0
"Get the fuck out of Myanmar,Bitch
You are the worst neighourhood.
China always support terrorists.
#China 
#WhatsHappeningInMyanmar 
#Apr4Coup 
#InternetShutdown https://t.co/TYyLUw9CUa",1
"Time to bring in the army and put these fucking shit disturbers in jail ! Better yet send them to the #Amazon to stop the locals from burning the forest or to #China and #India to stand in front of their filthy #coal burning plants !

https://t.co/0rsn9wIYd6",0
"Fuck you @ASEAN , Fuck you #China.
Here comes our D-Day.
We will wack you all #Military Terrorists.
#WhatsHappeningInMyanmar 
#DDay",1
Seeing all the #racism taking place in #China makes me wonder if China should be #nuked. 🤔 These motherfuckers have lost their fucking minds. Wasn't it china where the #COVID19 originated. Motherfuckers were eating #raw meat. Live animals. #StopChinaRacism #StopChinaVirus,1
"Daily reminder: #china is the cancer on the body of our planet.

#FuckChina",1
Bitch  #China,1
#nepal #Bangladesh #bhutan #SriLanka #Pak #Afghanistan #Berma Better be good neighbour with India.. Hindus never attached or want other's Land. Don't fall in #China loan  trap .. C to urself srilanka Pak etc and learn ... Let's prosper together #BoycottChina,0
"Aye another missile test-I list hell weapons in thread-BOMBS fuck #ClimateAction #bees #animals #biodiversity prevent end #famine 15,850 #nuke 9 nations+weapons nations #USA #UK #NorthKorea #Russia #NATO #France #EU #India #Pakistan #Israel #China
#peace22
https://t.co/AIavaCXNUE",0
"Just imagine if it was #China that was holding up exports!!!

#Europe will soon have to decide if it is going to be a part of the #NewWorldOrder or straggle along with the #AngloSaxon #AxisOfEvil.

Dumb #racist #Straya

#auspol #yobboland #tradiesville

https://t.co/o6duMbygd5",0
"Really #IndiaHasWeakPM, otherwise there wouldn't have been Hindu genocide in Bangladesh, #BleedingPOK would have been assimilated in India till date, #China wouldn't have dared attack India, Aksai Chin would have been already assimilated. Really #IndiaHasWeakPM जय श्री राम.",0
#Chinese are  #terrorist #evilcriminals from hell.#China hates and kill their own people and America.Never trust these dirty #criminalspies who trying to take over America. Look into their beey eyes you can tell they lies. #China_is_terrorist #ChinaMustPay https://t.co/Fd7L2s7Vo7,1
Dm me for my dick boys and girls #dick #cock #dickrate #wanking #jerkoff #cum #horny #sext #tradenudes #nudes #bigdick #hardcock #hornyteen #nsfwtwt #nsfwtw #bwc #wanking #nude #penis #trade #hot #asian #china #thai #japan #PINTOSAWARDS #cum #german #bi #gay #horny #straight,0
#China is a #shit on the face of the #world. #China want to turn every #beautiful #country into piece of #shit! Rightfully #Chinese #nationals use #gutteroil! And it's asshole #CPC #hydra #head must be crippled else there would be no durable peace in this world! Let's 🛑 china,1
"#MQM #BAP &amp; #neutral
Welcome to the new low,proving filth will remain,join filth no matter how hard you try to improve them.#Pakistan however stand with #imrankhanPTI

#IamImranKhan #NoConfidence #Generals #sabirshakir #COAS #Resign #Establishment #Bajwa #china #US",0
"#nnevvy #China 
Anyway I love my country🇨🇳
If you insult my country,fuck your mom and go to hell bitch https://t.co/njr9kHZtvX",0
"People really need to just stop eating meat and mass farming.... slowdownChina we are still dealing with the last one..... 😏 
#montysaiyed #thedesitimes #worldnews  #chinapigs #swineflu #chinanews  #china https://t.co/nlPpqLAY9b",1
#UncleSam why you need #reparations? Grandparents paid in full. What did they do? they sucked &amp; fucked whiteman! (lol)you want money for that whitemen will still give you dick!#ASK?The most #powerful #BitchMode!#USA #Russia #EU #Congress #POTUS #Canada #UN #China #Beijing #Moscow,0
"On #ABCNews just now, ""#China #War, This is utter fucking fantasy. IF #China attacked #Australia, it would be over in days &amp; #Australia would lose. It is of no advantage (forget the talking points) for them to attack us IF WE GET RID of #Scottythefukwit. Scotty is a FUCKIG IDIOT https://t.co/Ygmrl49esy",0
"You are clearly destroying USA and you assholes killing lots of innocent people there!!! After this outbreak, YOU SHOULDN'T BE WELCOMED IN UNITED STATES OF AMERICA ANYMORE!!! LIARS DIRTY FILTHY DEMONS!!! #ChinaLiedAndPeopleDied #ChinaVirus #China #COVID2019 #coronavirus",1
"#NancyPelosi visiting #Taiwan is Reckless but i also understand #China is a Threat.
Im no fan of Pelosi,
This visit has angered alot of Taiwanese people because it's making matters worse.
But
We let china buy up us land
We let china spread Shit-Tok
And they respond with Violence https://t.co/G0mo7NuAHi",1
