author id,created_at,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet,CARDIFFNLP_ROBERTA_PREDS,hateXplain_PREDS,COVID_HATE_BERT_PREDS,date,COVID_HATE_BERT_PREDS_bin,hateXplain_PREDS_bin,voting_results
273866147,2021-11-14 20:57:03+00:00,1459988773047996417,en,0,0,0,0,Twitter for iPhone,"If the US is destroyed by #China w/ active help frm US intel svcs flooding US media w/ divisive race &amp; police stories destroying readiness, this shows delusion

China refuses to do as told

Lk counties shldn’t copy nukes bc we invented it. IP rgts for WMDs
https://t.co/EWHP2NBUVj",0,0,2,2021-11-14,1,1,1
1258471176671768576,2021-12-08 04:11:42+00:00,1468433077751975943,en,22,1,3,9,Twitter for Android,"#China warned of ""grave consequences,"" should the U.S. boycott #Beijing2022!

For Communist scumbags that unleashed a plague upon the United States &amp; global world, they got a lot of nerve making threats!

Fook China &amp; the rickshaw they rode in on!

#BoycottBeijing2022 

#FJB",0,0,2,2021-12-08,1,1,1
1036698639568056320,2021-05-19 07:40:53+00:00,1394920984637960199,en,1,0,0,1,Twitter for Android,"This is ONLY AND ONLY CHINESE CORONA VIRUS ONLY. 
#Chinesevirus 
China is only responsible for #COVID19 AND ALL THE STRAINS AND ALL THE DEATHS IN THE WORLD.
CHINESE PEOPLE ARE KILLERS 

#ChinaGenocida
#coronavirus
#COVID19strain  #Singapore
#China
#COVID19 #CovidStrain",1,1,2,2021-05-19,1,0,1
1428248879208804352,2021-08-28 14:02:28+00:00,1431618188253532160,en,6,0,0,1,Twitter for Android,Take her anywhere #bwc #bleached #gook #chink #wmaf #raceplay #Chinese #China #public https://t.co/ymKF6mZIWj,0,0,2,2021-08-28,1,1,1
305946125,2021-10-23 15:48:59+00:00,1451938713508859924,en,0,0,0,1,Twitter Web App,#Pakistan #ISI made #Pashtons their slaves last 20 years they sold #‌پشتون  to #America ! Today they sold pashtons to #China caz F 40 millions of #Pashtons have free mind they will over throw #Punjab government n free from their oppressors. #Pak sold #Taliban to #China,1,2,2,2021-10-23,1,0,1
176827272,2021-01-25 06:12:24+00:00,1353586497245601793,en,0,0,0,1,Twitter for Android,"Brain-dead Modi-ckheads are trending #PakBecomingChineseColony while turning a blind eye to what's happening in our own country. Just like the coward supreme leader, his bhakts too are cowards &amp; refuse to admit the fact that #China is occupying our land. #chinawadimodisarkar",0,0,2,2021-01-25,1,1,1
1706088343,2021-12-06 15:18:26+00:00,1467876091213885443,en,0,0,0,0,Instagram,"Hello there,you colorful little fatty #mandarinduck #duck #bird #pku #peking #beijing #china #鸳鸯 https://t.co/zCCsGyw9o1",0,0,2,2021-12-06,1,1,1
1325131779892637699,2021-04-03 04:12:52+00:00,1378198793582092292,en,0,0,0,0,Twitter for Android,"Dear #China
Go Fuck Ur Mother.
#WhatsHapppeningInMyanmar 
#MilkTeaAlliance",1,1,2,2021-04-03,1,0,1
1380325765879762944,2021-12-06 09:07:38+00:00,1467782777177182215,en,0,0,0,0,Twitter for Android,"Yet another enemy for China. How many more problems can snake dog scum #china cause @globaltimesnews
""‘Going in hard’: China erases entire country"" https://t.co/p4xYaaF5MP",0,0,2,2021-12-06,1,1,1
1080178380878753792,2021-04-02 12:32:28+00:00,1377962134861008896,en,0,0,0,0,Twitter for Android,"‼️China Shame on you ‼️

#Shameonyouchina
#Chinaembassygetoutofmyanmar
#Nochinaembassyinmyanmar

#CHINA! 
#We'll never forget your brutal decision on our country.
One day, you must give back compensation to us.
😡😡😡",1,1,2,2021-04-02,1,0,1
1210715854113034240,2021-01-09 07:14:36+00:00,1347803944483868672,en,0,0,0,0,Twitter for Android,"They're traitors/thugs just like these traitors thugs in #America The Capital Hill rioters, looters, criminals &amp; gangsters! Why the double standard #Canada what is wrong with you? Do you want the same things happen in Canada? #China has been very patient!

https://t.co/KV8TzQHYiR",1,2,2,2021-01-09,1,0,1
45556215,2021-02-16 12:52:42+00:00,1361659770118303750,en,0,0,0,0,Twitter for Android,"because its #China they want to boycut #Olympics 
What have you done to stop #America with their #covid #genocide 
nothing 
did not say a word
#Olympic committee should reimburse #China they should  have not pick it  first thing
#Canada 2 ctooks will ruin our life because 4 ever",1,1,2,2021-02-16,1,0,1
1412554653959602177,2021-10-27 15:17:03+00:00,1453380227552452615,en,1,0,0,0,Twitter for Android,"I wanna cum any girl want to watch me masturbating 
Send me now 
#horny #fuck #cum #milf #porn #pussy #ebony #china #girl #woman #cheating #trans #daddy #cowgirl 
 #dm #slut #femboy  #cumslut #smallcock #chubbydaddy #chubby #cumgirl #squirt #wet #usa #uk #cougar #nsfw",1,0,2,2021-10-27,1,1,1
77194426,2021-06-05 03:22:40+00:00,1401016593245630465,en,0,0,0,0,Twitter for Android,no no forget you communist ching chong #TiananmenSquareMassacre #China #TiananmenSquare,0,0,2,2021-06-05,1,1,1
2889274562,2021-08-14 14:41:04+00:00,1426554470016692228,en,1,0,0,1,Twitter for iPad,"We Are The Many, They Are The Few - Unite For NO Vaccine Passports! #Biden #Trump #USA  #US #America #Russia #Europe #EU #UK #Britain #DeepState #DrainTheSwamp #MAGA #Propaganda #Australia #Canberra #auspol #China #Breaking #News #BBC #CNN #MCNBS #Covid #Covid19 #VaccinePassport https://t.co/zQUq5Fl6sp",1,0,0,2021-08-14,0,1,1
966340681856724992,2021-07-09 03:52:45+00:00,1413345354993471490,en,21,1,5,7,Twitter Web App,"On #ABCNews just now, ""#China #War, This is utter fucking fantasy. IF #China attacked #Australia, it would be over in days &amp; #Australia would lose. It is of no advantage (forget the talking points) for them to attack us IF WE GET RID of #Scottythefukwit. Scotty is a FUCKIG IDIOT https://t.co/Ygmrl49esy",0,0,2,2021-07-09,1,1,1
922020863431475200,2021-05-05 14:38:06+00:00,1389952548266668038,en,1,0,0,1,Twitter for Android,"China took biowar aginst every nation. now we are in third wave 
But china is enjoying there holiday. Please wake up people...we should do something to these mf *.#destroychina #worldwar3 #biowar #NarendraModi #china",1,1,2,2021-05-05,1,0,1
1372840364726439936,2021-10-31 11:13:29+00:00,1454768482000662534,en,8,0,0,7,Twitter for Android,"Why to #Ban #China products ❓

#China responsible for

‼️ #COVID19 ✔️
 
‼️Trying to capture our land ✔️

‼️ Killing our soliders

‼️ Funding #Pakistan

Isn't this enough ❓

#Say_No_To_China_Products https://t.co/dOtOgZZhq6",1,1,2,2021-10-31,1,0,1
1301557183495073792,2021-05-10 19:20:51+00:00,1391835645748912128,en,1,0,0,0,Twitter Web App,#China has lost its balance with nature decades ago - and these locusts are now going to rip off the planet. #Stop the #CCPBioterrorist,1,0,2,2021-05-10,1,1,1
1379838005146316804,2021-05-03 19:05:41+00:00,1389295111805173764,en,0,0,0,0,Twitter for iPhone,#WearYourMasks but ignore #HumanTrafficking #Chemtrails #FluoridatedWaterDangers #FiveG #China #StayInside #GottaGoSometime #JesusLovesYou,1,1,2,2021-05-03,1,0,1
336450787,2021-01-17 22:52:08+00:00,1350938989050658819,en,0,0,0,0,Twitter Web App,"In Fuckland news, #ToryScum like #ids bleating about #HumanRights in #China over #Uyghurs whilst he's killed 200,000 prematurely within a radius of 400 miles from Chingford. #torieskill #poverty #homelessness #death",0,0,2,2021-01-17,1,1,1
1411093258982158342,2021-09-04 06:50:32+00:00,1434046203835019265,en,0,0,0,0,Twitter Web App,Looks like #china finally getting one thing right! The pronoun crowd are useful idiots. https://t.co/HMKgkEnOXO #Chinks #COVIDAB #cdnpoli #abpoli,0,0,2,2021-09-04,1,1,1
916235031038881792,2021-03-28 20:54:10+00:00,1376276451964678151,en,3,0,0,1,Twitter for iPhone,Mullahs kill our people and sell our lands to fucking #China  #No2IRChinaTreaty,1,2,2,2021-03-28,1,0,1
409253696,2021-09-01 10:53:48+00:00,1433020257778782208,en,0,0,0,1,Twitter Web App,"#China 
invaded #Tibet,
raping the culture,
killing vast numbers of #Tibetans 

#Chinese #Communists 
killed vast numbers
of their OWN people

They now target #Uighurs 
with #Genocide 

STOP BUYING
Chinese goods

https://t.co/yVSpvdTciH",1,1,2,2021-09-01,1,0,1
25927615,2021-01-04 21:44:17+00:00,1346210870087577600,en,0,0,0,0,Twitter Web App,"If we dont BAN #CHINA
FREEZE CHINA's ASSETS
&amp; #EMBARGOCHINA 
China will keep Manipulating this virus just a tad, and release it EACH YEAR
PLEASE WAKE UP EVERYONE ELSE
@BorisJohnson 
@realDonaldTrump 
@JoeBiden 
STOP INT'L FLIGHTS FROM ALL COUNTRIES
UNTIL WE HAVE CHINA CONTAINED.",1,1,2,2021-01-04,1,0,1
1200435918265438208,2021-05-29 12:56:05+00:00,1398624183072956419,en,0,0,0,0,Twitter Web App,"Philippine Rise(benham rise) belongs to the Philippines ONLY. STAY THE FUCK OUT Greedy #China.
#OustDuterteNOW 
#wagTuta #PutangInaMoChineseCommunistParty
@Chinaembmanila 
CCP, shame on your chinese ancestors for your existence. China lose the mandate of heaven",1,1,2,2021-05-29,1,0,1
1244007164110417921,2021-08-14 09:43:51+00:00,1426479671542222849,en,0,0,0,0,Twitter Web App,"MORE POWER TO #CHINA!

The spies are spies, let them free, and your fucked.

Do you think these white folks would let go an asian spy? They'd prolly throw out a bunch of bullshit, don't let them gang up on you, hold it down, I got your back!",1,1,2,2021-08-14,1,0,1
1428193220014403591,2021-09-01 00:34:00+00:00,1432864279233851395,en,0,0,0,0,Twitter for iPhone,ITS TIME TO SEND A GODDAMN MESSAGE FOR FUCKING THIS SHIT UP. WHOEVER IS RESPONSIBLE #CHINA SHOULD GE FUCKING NUKED. WHERE IS THE OUTRAGE ON THIS #FUCKBIDEN #FUCKCHINA #FUCKEM #USA,1,0,2,2021-09-01,1,1,1
58668836,2021-11-18 17:02:09+00:00,1461379208257572866,en,0,0,0,0,Twitter Web App,"NO IT WASN'T!

It was #STUPID!

#China is murdering #muslims in it's western provinces, RIGHT NOW!

How long do you think the #Taliban will last
AFTER
they get in bed with the #Chicoms?

My guess, not long!

#LetsGoBrandon 
#MAGA 
#tcot

       https://t.co/lKaKNaBoKC",1,0,0,2021-11-18,0,1,1
1379978088138776577,2021-09-24 14:11:29+00:00,1441404929806004226,en,0,0,0,0,Twitter for Android,"https://t.co/UTKNpkQbTV THE #FUCKSAKE IS #China ? #ModiBornToDestroyDemocracy #SOVEREIGNTY
#SOUTHCHINASEA #AUKUS #SUBMARINES @USANAVY6 @USNavy @USNavyCNO #USNavy #usmarines @USMARCENT @USMC @us_navyseals @POTUS @POTUS44 #USArmy @1800USANAVY #DONT #TRUST #MODICHINA @PMOIndia #Modi",1,1,2,2021-09-24,1,0,1
1060275020784697344,2021-05-04 05:53:11+00:00,1389458063418036224,en,0,0,0,0,Twitter for Android,"#china
#tiawan
CHINA ATTACK TIAWAN ?!  NUKE CHINA !  BLOW ALL THEIR DAMS !PUT THEM BACK TO THE MING DYNESTY !  COMMUNISTS LIKE CHINA 🇨🇳 CANT STAND SOCIAL MEDIA BECAUSE DEMOCRISY FORESTERING DESTROYS COMMUNISM !
https://t.co/nBLEvhdUxX",1,1,2,2021-05-04,1,0,1
1593225992,2021-03-26 00:46:38+00:00,1375247788208836611,en,0,0,0,0,Twitter for iPhone,Can we just throw the whole world out like fuck it’s a nightmare #america #ScottyTheMisogynist #whendoesitstop #india #china #slavery #rape #DOSOMETHING,1,2,2,2021-03-26,1,0,1
151930383,2021-12-17 03:03:01+00:00,1471677282746081281,en,1377,22,76,434,Twitter for iPad,"Why do we allow #Chinese #Communists, who seek our destruction, to remain in our country? #China #CCP",1,1,2,2021-12-17,1,0,1
1358751722886164486,2021-08-16 16:07:03+00:00,1427300882585030663,en,0,0,0,0,Twitter for Android,"#Taliban + #Pakistan + #China  = #Terrorists + there #Friends 
#TalibanTakeover #Afghanistan #kabulairport 
It's time to kill all these non human, if you don't know humanity then you are are eligible for being called humans.
Die #Taliban, you deserve death from Allah ☠️",1,1,2,2021-08-16,1,0,1
1440717211912458250,2021-12-22 02:48:11+00:00,1473485489269198850,en,9,0,1,1,Twitter for Android,"27 Cheating Chinese Yummy Cock
#chinese
#chinesemen
#china
#chinacock 
#chinesecock
#uncut
#dimcum
#swallow
#asianslut
#cocksuckers
#glortholes https://t.co/omlJEEpsrd",0,0,2,2021-12-22,1,1,1
1398765935889162247,2021-07-22 01:16:34+00:00,1418017091316293635,en,0,0,0,0,Twitter Web App,"https://t.co/3MxX6nwBzB
THE CHINESE ARE EVIL!! REEDUCATION IS CODE FOR TORTURE AND SLAVE LABOR! America will prevail. #Xinjiang #CHINA #FUCKCHINA",1,0,2,2021-07-22,1,1,1
1324318663533613057,2021-12-07 19:08:38+00:00,1468296410915549186,en,2,0,0,4,Twitter Web App,"The World should know.#Tigray is fighting to survive. @AbiyAhmed is doing every thing to wipe #Tigrayans by hiring mercenaries #Eritrea #Somalia drones from #UAE #Turkey #Iran #China.
@irishmissionun @UKUN_NewYork @USAmbUN @EstoniaUN @VietNam_UN @SecBlinken @JosepBorrellF",0,0,2,2021-12-07,1,1,1
1473846224616767491,2021-12-24 06:53:54+00:00,1474272100789723137,en,0,0,0,1,Twitter for Android,"We are demanding to stop #droneattacks in Tigray. #Turkey, #China and #UAE keep your drones with you and stop killing innocent people in #Tigray. #NoFlyZoneInTigray. Atrocities must be end know.
#TigrayGenocide 
#ReconnectTigray 
#TigrayUnderAttack #DropFoodNotBombs",1,0,0,2021-12-24,0,1,1
917818108940832772,2021-05-23 12:59:11+00:00,1396450637299257347,en,0,0,0,0,Twitter for iPad,"They'infiltrated every country by exporting China goods, people, spies, buying land,
stocks and assets and giving loans globally with ridiculous conditions. No stealth here Just western stupidity and greed let’s go get them
#China @China #FuckChina 

https://t.co/V1xuO7R0zH",1,1,2,2021-05-23,1,0,1
816817272597704705,2021-01-19 05:46:57+00:00,1351405765995671553,en,0,0,0,0,Twitter for Android,"I feel like China took a huge MKULTRA shit on America.
#CCP #Democrats #China #StopTheSteal #StopTheFraud #AmericaFirst #AloneTogether #DemocratsAreDestroyingAmerica #1776Again #WWG1WGA",1,1,2,2021-01-19,1,0,1
15841105,2021-03-13 17:28:11+00:00,1370788796296437763,en,0,0,0,0,Twitter for Android,China's PEACE cable is TERROR cable! These expansionist maniacs are going to create more trouble in coming future! And they are using Pakistan as their pet which is more dangerous for India. #China #pakistan #peacecable #domination,1,1,2,2021-03-13,1,0,1
1416672546292785156,2021-08-31 07:16:35+00:00,1432603205439950848,en,0,0,0,0,Twitter for Android,"About #china #gamingban i say suck your ching chong, china. REEEEEEEEEE #GamersUnite",0,0,2,2021-08-31,1,1,1
386278866,2021-03-18 23:44:38+00:00,1372695471731269635,en,0,0,0,0,LinkedIn,"Most of the women working in the #Asian exotic massage parlors are smuggled into the country illegally from #China, Korea, Thailand, and other Asian countries and are forced to use their tips to pay off exorbitant snakehead debts.",1,0,0,2021-03-18,0,1,1
1428248879208804352,2021-08-29 19:31:24+00:00,1432063354789634057,en,8,0,0,0,Twitter for Android,I already took her breath away before #bwc #bleached #gook #chink #wmaf #raceplay #Chinese #China https://t.co/dZha333sEt,0,0,2,2021-08-29,1,1,1
1296054825721962497,2021-05-22 05:53:06+00:00,1395981024430104577,en,1,0,0,0,Twitter for Android,"There is an oppresion of #Muslims ☪️ in #China 🇨🇳, #India 🇮🇳, #Israel 🇮🇱, #Myanmar 🇲🇲 and more. The other side also does many bad things and say vile things, but the countries have more power and control in oppression and spread of hatred.

#fuckislampohobia #notoislampohobia",1,1,2,2021-05-22,1,0,1
1356906864244445184,2021-04-17 15:06:02+00:00,1383436599472496646,en,0,0,0,0,Twitter for iPhone,Can you stfu pls #China  ? #fuckoffchina  #MilkTeaAlliance https://t.co/Mjoo6enJct,1,2,2,2021-04-17,1,0,1
624282562,2021-05-26 03:59:26+00:00,1397401966817464320,en,2,0,0,3,Twitter Web App,"#china please feel little bit shame please. you people make our life miserable by selctng Chinse univrsty. a lot of our relative who gradute in this pandemic applied other country and already reached there. you selfish Chinese did not allow us yet @zlj517 1/2
#takeUsBackToChina https://t.co/GTiNH7jZGV",1,1,2,2021-05-26,1,0,1
1121308619759165441,2021-03-14 17:50:30+00:00,1371156801211617282,en,0,0,0,0,Twitter for iPhone,"Don’t mess up my country. Get out from my country. Fxxk U #China 
LOCOMOTIVE XYZ
#Mar14Coup
#WhatsHappeningInMyanmar
#MilkTeaAlliance",1,1,2,2021-03-14,1,0,1
1377638326493048834,2021-06-01 16:13:33+00:00,1399761044113813507,en,0,0,0,0,Twitter for Android,"fuck #China for eating these cute and harmless #pangolins just because they thought it can cure cancer, stupid race https://t.co/gUWuxXULd7",0,0,2,2021-06-01,1,1,1
1120671069327618049,2021-12-06 08:21:00+00:00,1467771038910263298,en,2,0,0,2,Twitter for Android,"People of #UAE #Turkey #China #Iran #Israel... You must ask your governments why they have become partners with the fascist regimes of #Ethiopia &amp; #Eritrea in the ongoing #TigrayGenocide! 
#TigrayGenocide 
#TigrayMassArrest 
#StopTigrayFamine",0,0,2,2021-12-06,1,1,1
2365015844,2021-11-27 21:19:58+00:00,1464705582280155143,en,0,0,0,0,Twitter for iPad,"The Chinese have really f**ked up the World, by releasing Coronavirus and already knew about OMNICRON. Well it is going to go to China too,it’s mother country. China is also responsible for this surge in illegal migration. #China #FoxNews #CNN",1,1,2,2021-11-27,1,0,1
1404906906938855425,2021-07-05 18:51:09+00:00,1412121892819902464,en,2,0,0,0,Twitter Web App,"To those saying that ""mEn CaN bE rApEd"", have you ever considered that those misogynists deserved what they fucking got? Fuck them, I hope these ""survivors"" rot in hell.

#metoo #Awww #awareness #twitter #auspol #ReadyToLove #WhatsHappeninglnthisVlive #quote #China",1,2,2,2021-07-05,1,0,1
1151102865596747776,2021-10-14 04:31:12+00:00,1448506653809070081,en,3,0,0,0,Twitter for Android,"It's not just India! 
China has border disputes with 18 countries!
This fucking country is a threat to whole world 🇨🇳🖕
This very same country is responsible for the death of innocent people across the world by the outbreak of coronavirus.
#ChinaStayOut #China #ChinaGlobalThreat",1,1,2,2021-10-14,1,0,1
386278866,2021-02-05 13:37:56+00:00,1357684886086111232,en,0,0,0,0,LinkedIn,China's MO is to flood the zone. #HoneyTrap #Espionage #ChineseWomen #China,1,1,2,2021-02-05,1,0,1
843691263878729728,2021-07-23 15:23:46+00:00,1418592682688098311,en,1,0,0,0,Twitter Web App,why do we let china buy land here in America I say the us government take back all land owned by china @POTUS #China #USA #AmericaFirst,1,1,2,2021-07-23,1,0,1
1356942502444625921,2021-12-02 04:22:36+00:00,1466261495281553408,en,0,0,0,0,Twitter for iPhone,#China  Stop killing Women and Children in #Tigray!!! #TigrayGenocide #TigrayFamine #TigrayMassArrests  #HumeraMassacre           @ChineseEmbinUS,0,0,2,2021-12-02,1,1,1
1139519523042652160,2021-07-14 12:37:37+00:00,1415289380554510346,en,0,0,0,0,Twitter Web App,"#Islamic nations or champions of #Islam digging grave of there fellow umma in #Afghanistan by allowing #Taliban kill &amp; slaughter. A #vulture which breed on dead can be the only perfect synonym for #China. Butchers from 
#IOC #Malaysia #Turkey #Pakistan",1,1,2,2021-07-14,1,0,1
42616960,2021-05-17 15:21:40+00:00,1394312166858059781,en,1,0,1,0,Twitter for Android,"Last year how relentlessly China tried to push the theory of wet market, bat etc etc!!hope world never forgets that, and china is not just a geographical land, its made up of each and every chinnese #China #COVID19 #ChinaLiedPeopleDied",0,0,2,2021-05-17,1,1,1
1416789643,2021-01-17 02:02:15+00:00,1350624443630960641,en,16,1,1,9,Twitter for Android,"This picture best describes the future. We will be trading a lion for a feeble old man. Iran,China and the Environment kooks couldn't be happier. Who will suffer in the End. The American People. More #censorship #HigherTaxes #Illegalimmirgration #China #Iran https://t.co/DLfdNsRDnI",1,0,0,2021-01-17,0,1,1
781356505987678208,2021-05-03 18:13:30+00:00,1389281981024784390,en,0,0,0,0,Twitter for Android,"Boycott china the main culprit of CORONA VIRUS ,MR. MODI IS NOT THE CULPRIT ESPECIALLY SECULARS understand this, I request all over the world to stop entering citizens of China to their country , just becoz of CHINA we lost lakhs of people all over the world #BoycottChina #China",1,1,2,2021-05-03,1,0,1
1363319072721694720,2021-12-04 11:22:45+00:00,1467092001862606851,en,1,0,0,0,Twitter Web App,#nigger #slaves sad #nba 2 #China then #hell #Jesus.  #told u #ESPN #wink104,0,0,2,2021-12-04,1,1,1
3297784513,2021-01-24 04:30:47+00:00,1353198540395323394,en,0,0,0,0,Twitter for iPhone,#China is responsible for all poaching in Africa! #Rhinos #elephants all because of there made obsession with tusk dust! There disgusting habits are responsible for #ChinaVirus,1,1,2,2021-01-24,1,0,1
1279137006774136832,2021-09-21 08:23:51+00:00,1440230277930835977,en,0,0,0,0,Twitter Web App,Speaking of a million #Useless fook army. Ask #China what happened when they approached the little boy. #CrushingCansl,0,0,2,2021-09-21,1,1,1
1345531490826940417,2021-03-05 03:46:56+00:00,1367683016416522242,en,0,0,0,0,Twitter for Android,Mother Fuc*****r #China F****k You. Bloody #ChinaVirus,1,1,2,2021-03-05,1,0,1
471690907,2021-12-22 06:44:01+00:00,1473544840319168515,en,0,0,1,0,Twitter for Android,"All government doesn't work! All forms. We as a world, are dildo fucked!! @POTUS @POTUS45 @fidelcastro @KremlinRussia_E #eatdicks #that #china #sonbitch #too",1,0,2,2021-12-22,1,1,1
88689155,2021-04-01 18:51:40+00:00,1377695173417693186,en,0,0,0,0,Twitter for iPhone,"The cost of speaking up against #China
#FreeTheUygurs
#FreeHongKong
#FreeTibet

#FuckChina https://t.co/oXKUu0SXrV",0,0,2,2021-04-01,1,1,1
1142658138522476544,2021-11-27 02:07:04+00:00,1464415447311388674,en,5,0,1,0,Twitter Web App,"CHINA, CAN'T YOU JUST FKN LEAVE ANIME/MANGA ALONE!? 
ISNT IT ENOUGH TO FUCK YOUR OWN DAMN CURSED COUNTRY ??
Its already enough with the tradcath-antis and their bs...
#China 
#fuckyou
https://t.co/wCzLCAPvXE",1,2,2,2021-11-27,1,0,1
1436608684482760705,2021-11-06 06:54:51+00:00,1456877721921986561,en,4,0,2,0,Twitter for Android,"What is cuckold?
#horny #muslim #virgin #Pakistan #England #british #teen #sex #fuck #karachi #india #lahore #islamabad #Blacked #Puretaboo #rape #kinks #tight #asshole #creampie #callgirl #prostitute #escort #cplkarachi #bbc #squirt #hardcore #bdsm #bj #arab #china",1,2,2,2021-11-06,1,0,1
1246399634466959361,2021-01-12 05:36:34+00:00,1348866441278234624,en,1,1,1,1,Twitter for iPhone,"Potentially Chinese people are trying to threaten the world. They never keep promises. Made in China means  “This product contains other materials than expected ones by manager, such as asbestos”.

#china #threat #world #life #ChinaLiedMillionsDied #fuckchina #nomorechina",0,0,2,2021-01-12,1,1,1
527735717,2021-03-17 05:14:48+00:00,1372053784298463234,en,1,0,0,0,Twitter for iPhone,"#DianeFeinstein is a commie rat paid by the #communist #Chinese that’s why she wants to take our guns ,#China knows they can’t take us over because we can defend ourselves .she’s just a two-faced old hag that’s being bought off.",0,0,2,2021-03-17,1,1,1
1862748870,2021-06-02 15:16:00+00:00,1400108949064491016,en,0,0,0,0,Twitter for Android,"Yes, please explore a Terrorist State. Please be ashamed in doing Advertising for such a Mass Murdering State like China 🇨🇳 #ChinaGenocida #ChinaLiedPeopleDied #ChinaLiedandPeopleDied #China #ChinaLiedMillionsDied #ChinaMustPay",1,1,2,2021-06-02,1,0,1
427262110,2021-02-15 08:42:23+00:00,1361234388571344896,en,49,9,1,45,Twitter Web App,"#Chinese Communist Troops in Yangon? If so,    #Myanmarcoup made up of genocidal world criminals,  is whoring our country #myanmar to the colonizing #china next door, to save their own asses!#WhatsHappeningInMyanmar @saifuddinabd @syedhamidalbar @nslwin @SharaadKuttan @dktatlow https://t.co/AY6DklCgRb",1,2,2,2021-02-15,1,0,1
428175259,2021-05-19 21:35:43+00:00,1395131077774045186,en,1,0,0,0,Twitterrific for iOS,"Chinese tourists, especially including Hong Kong, all is NOT forgiven. You are not welcome to #Japan. Stay in your pig sty! Keep the next pandemic to yourself. #China #Chinese #corvid19",1,1,2,2021-05-19,1,0,1
1392810627538702342,2021-05-13 12:07:00+00:00,1392813627942395904,en,0,0,0,0,Twitter Web App,any one want a cumtribute? dm me #cumtribute #cocktribute #teenbbc #milf #china #chinese #pisstribute #asian #asia #asianbabygirl #AsianBBW #cumslut #japaneseteen #ass,1,2,2,2021-05-13,1,0,1
998944615880314880,2021-02-28 23:23:40+00:00,1366167211887316997,en,2,0,0,0,Twitter Web App,"Disrupting poachers, shrinky dinks and a Cybathlon: RAZOR full episode https://t.co/vxFQXWMb6D via @cgtnofficial 
#wildlife #nature #China https://t.co/qNAWtGNK7X",0,0,2,2021-02-28,1,1,1
3381628305,2021-10-02 06:42:43+00:00,1444191097178132487,en,1,0,1,0,Twitter for iPhone,We will make sure that now onwards any Chinese or related to Chinese company will not operate in #Tigray. If there is any Chinese functional company at this moment in #Tigray it’s better to leave immediately!! Enough is enough!! #China betrayed #Tigrayans. It was not our hand!!,0,0,2,2021-10-02,1,1,1
205752286,2021-10-23 12:30:11+00:00,1451888685151133698,en,3,1,0,1,Twitter for Android,#China now blames #MaineLobsters for the outbreak of #COVID virus. Why do we do business with these folks anyway? They use slave labor; they kill and imprison Uighers; they pirate everyone's patent rights and designs and they want to destroy democracy wherever it exists.,1,0,2,2021-10-23,1,1,1
1093172794513416192,2021-03-14 01:24:24+00:00,1370908638953504770,en,0,0,0,0,Twitter Web App,"#China 👉Get your fu**ing spys and CCP agents out of EVERY country. @ChineseEmbinUS 👉 warn that bitch Xi that his life is now ""collateral damage as are the creators of Covid and LOCKDOWN.""   ASSASINS CREED AND MORTAL COMBAT ARE NO LONGER JUST GAMES",1,2,2,2021-03-14,1,0,1
845109785884213249,2021-05-20 16:11:54+00:00,1395411974524227585,en,0,0,0,1,Twitter for iPhone,"Who says no to preventing genocide, ethnic cleansing, attack on civilians and protection for civilians? Dictatorial and genocidal nations only! #TigrayGenocide #TigrayCantWait #Russia #China #Ethiopia #Eritrea #India",0,0,2,2021-05-20,1,1,1
922864866175545344,2021-11-30 07:38:55+00:00,1465586123430789122,en,0,0,0,0,Twitter for Android,"#China
Does anyone really think China will stop at takin Tiwan?Of course not China is power hungry mkn military man made islands over fishing!D only way to stop China from being confrontive N WARMONGERS is to fight them N be D way they R Confront them equaly thats all they know!",1,1,2,2021-11-30,1,0,1
1386633705045716997,2021-10-29 22:48:54+00:00,1454218714325286917,en,8,0,0,0,Twitter for Android,If you know.... #shanghai #china #black ＃上海 ＃浦东 ＃学生  #cuckold #黑人 ＃乌龟 #绿帽 https://t.co/Qot5vpdXHZ,0,0,2,2021-10-29,1,1,1
1428248879208804352,2021-08-27 18:10:25+00:00,1431318195961540610,en,4,0,0,0,Twitter for Android,Every Asian girl #bwc #bleached #gook #chink #wmaf #raceplay #Chinese #China https://t.co/iVEmTNDDI1,0,0,2,2021-08-27,1,1,1
1428248879208804352,2021-09-02 16:53:24+00:00,1433473140898869248,en,12,0,0,3,Twitter for Android,I said share #bwc #bleached #gook #chink #wmaf #raceplay #Chinese #China #Hapa https://t.co/raxg3JfQnc,0,0,2,2021-09-02,1,1,1
1360333717198180352,2021-04-19 04:38:34+00:00,1384003467144949769,en,1,0,0,0,Twitter for iPhone,I hate all these western lies!! But the truth will come out! #isupportchina #china #Uyghur #Xinjiang #XinjiangCotton #Muslims,0,0,2,2021-04-19,1,1,1
1594572096,2021-12-01 18:57:05+00:00,1466119176242679809,en,0,0,0,0,Twitter Web App,"The nations are developing because they were set back by white people stealing from them for the last 500 years - 
When they do a #China and tell white people to fuck off - there’s no real issue, is there? 
China will vaccinate Africa you watch. 

#auspol https://t.co/dkihI3ZDJC",1,1,2,2021-12-01,1,0,1
